"","Sex","CensusYear","Province.County.or.City","Birthplace","value"
"5302","Both sexes","2011","South Dublin","Romania",2226
"5303","Male","2011","South Dublin","Romania",1160
"5304","Female","2011","South Dublin","Romania",1066
"5305","Both sexes","2011","Kildare","Romania",758
"5306","Male","2011","Kildare","Romania",383
"5307","Female","2011","Kildare","Romania",375
"5308","Both sexes","2011","Kilkenny","Romania",238
"5309","Male","2011","Kilkenny","Romania",122
"5310","Female","2011","Kilkenny","Romania",116
"5311","Both sexes","2011","Laois","Romania",154
"5312","Male","2011","Laois","Romania",80
"5313","Female","2011","Laois","Romania",74
"5314","Both sexes","2011","Longford","Romania",68
"5315","Male","2011","Longford","Romania",36
"5316","Female","2011","Longford","Romania",32
"5317","Both sexes","2011","Louth","Romania",277
"5318","Male","2011","Louth","Romania",142
"5319","Female","2011","Louth","Romania",135
"5320","Both sexes","2011","Meath","Romania",761
"5321","Male","2011","Meath","Romania",385
"5322","Female","2011","Meath","Romania",376
"5323","Both sexes","2011","Offaly","Romania",120
"5324","Male","2011","Offaly","Romania",72
"5325","Female","2011","Offaly","Romania",48
"5326","Both sexes","2011","Westmeath","Romania",223
"5327","Male","2011","Westmeath","Romania",121
"5328","Female","2011","Westmeath","Romania",102
"5329","Both sexes","2011","Wexford","Romania",387
"5330","Male","2011","Wexford","Romania",192
"5331","Female","2011","Wexford","Romania",195
"5332","Both sexes","2011","Wicklow","Romania",318
"5333","Male","2011","Wicklow","Romania",162
"5334","Female","2011","Wicklow","Romania",156
"5335","Both sexes","2011","Munster","Romania",1580
"5336","Male","2011","Munster","Romania",784
"5337","Female","2011","Munster","Romania",796
"5338","Both sexes","2011","Clare","Romania",64
"5339","Male","2011","Clare","Romania",35
"5340","Female","2011","Clare","Romania",29
"5341","Both sexes","2011","Cork","Romania",684
"5342","Male","2011","Cork","Romania",346
"5343","Female","2011","Cork","Romania",338
"5344","Both sexes","2011","Cork City","Romania",240
"5345","Male","2011","Cork City","Romania",120
"5346","Female","2011","Cork City","Romania",120
"5347","Both sexes","2011","Cork County","Romania",444
"5348","Male","2011","Cork County","Romania",226
"5349","Female","2011","Cork County","Romania",218
"5350","Both sexes","2011","Kerry","Romania",191
"5351","Male","2011","Kerry","Romania",89
"5352","Female","2011","Kerry","Romania",102
"5353","Both sexes","2011","Limerick","Romania",187
"5354","Male","2011","Limerick","Romania",78
"5355","Female","2011","Limerick","Romania",109
"5356","Both sexes","2011","Limerick City","Romania",58
"5357","Male","2011","Limerick City","Romania",20
"5358","Female","2011","Limerick City","Romania",38
"5359","Both sexes","2011","Limerick County","Romania",129
"5360","Male","2011","Limerick County","Romania",58
"5361","Female","2011","Limerick County","Romania",71
"5362","Both sexes","2011","North Tipperary","Romania",92
"5363","Male","2011","North Tipperary","Romania",52
"5364","Female","2011","North Tipperary","Romania",40
"5365","Both sexes","2011","South Tipperary","Romania",182
"5366","Male","2011","South Tipperary","Romania",90
"5367","Female","2011","South Tipperary","Romania",92
"5368","Both sexes","2011","Waterford","Romania",180
"5369","Male","2011","Waterford","Romania",94
"5370","Female","2011","Waterford","Romania",86
"5371","Both sexes","2011","Waterford City","Romania",131
"5372","Male","2011","Waterford City","Romania",68
"5373","Female","2011","Waterford City","Romania",63
"5374","Both sexes","2011","Waterford County","Romania",49
"5375","Male","2011","Waterford County","Romania",26
"5376","Female","2011","Waterford County","Romania",23
"5377","Both sexes","2011","Connacht","Romania",759
"5378","Male","2011","Connacht","Romania",378
"5379","Female","2011","Connacht","Romania",381
"5380","Both sexes","2011","Galway","Romania",525
"5381","Male","2011","Galway","Romania",261
"5382","Female","2011","Galway","Romania",264
"5383","Both sexes","2011","Galway City","Romania",368
"5384","Male","2011","Galway City","Romania",180
"5385","Female","2011","Galway City","Romania",188
"5386","Both sexes","2011","Galway County","Romania",157
"5387","Male","2011","Galway County","Romania",81
"5388","Female","2011","Galway County","Romania",76
"5389","Both sexes","2011","Leitrim","Romania",13
"5390","Male","2011","Leitrim","Romania",6
"5391","Female","2011","Leitrim","Romania",7
"5392","Both sexes","2011","Mayo","Romania",120
"5393","Male","2011","Mayo","Romania",57
"5394","Female","2011","Mayo","Romania",63
"5395","Both sexes","2011","Roscommon","Romania",55
"5396","Male","2011","Roscommon","Romania",33
"5397","Female","2011","Roscommon","Romania",22
"5398","Both sexes","2011","Sligo","Romania",46
"5399","Male","2011","Sligo","Romania",21
"5400","Female","2011","Sligo","Romania",25
"5401","Both sexes","2011","Ulster (part of)","Romania",414
"5402","Male","2011","Ulster (part of)","Romania",205
"5403","Female","2011","Ulster (part of)","Romania",209
"5404","Both sexes","2011","Cavan","Romania",134
"5405","Male","2011","Cavan","Romania",71
"5406","Female","2011","Cavan","Romania",63
"5407","Both sexes","2011","Donegal","Romania",170
"5408","Male","2011","Donegal","Romania",80
"5409","Female","2011","Donegal","Romania",90
"5410","Both sexes","2011","Monaghan","Romania",110
"5411","Male","2011","Monaghan","Romania",54
"5412","Female","2011","Monaghan","Romania",56
"5413","Both sexes","2011","State","Russian Federation",5936
"5414","Male","2011","State","Russian Federation",2725
"5415","Female","2011","State","Russian Federation",3211
"5416","Both sexes","2011","Leinster","Russian Federation",3820
"5417","Male","2011","Leinster","Russian Federation",1726
"5418","Female","2011","Leinster","Russian Federation",2094
"5419","Both sexes","2011","Carlow","Russian Federation",65
"5420","Male","2011","Carlow","Russian Federation",39
"5421","Female","2011","Carlow","Russian Federation",26
"5422","Both sexes","2011","Dublin","Russian Federation",2452
"5423","Male","2011","Dublin","Russian Federation",1067
"5424","Female","2011","Dublin","Russian Federation",1385
"5425","Both sexes","2011","Dublin City","Russian Federation",883
"5426","Male","2011","Dublin City","Russian Federation",383
"5427","Female","2011","Dublin City","Russian Federation",500
"5428","Both sexes","2011","Dún Laoghaire-Rathdown","Russian Federation",411
"5429","Male","2011","Dún Laoghaire-Rathdown","Russian Federation",184
"5430","Female","2011","Dún Laoghaire-Rathdown","Russian Federation",227
"5431","Both sexes","2011","Fingal","Russian Federation",667
"5432","Male","2011","Fingal","Russian Federation",287
"5433","Female","2011","Fingal","Russian Federation",380
"5434","Both sexes","2011","South Dublin","Russian Federation",491
"5435","Male","2011","South Dublin","Russian Federation",213
"5436","Female","2011","South Dublin","Russian Federation",278
"5437","Both sexes","2011","Kildare","Russian Federation",301
"5438","Male","2011","Kildare","Russian Federation",123
"5439","Female","2011","Kildare","Russian Federation",178
"5440","Both sexes","2011","Kilkenny","Russian Federation",72
"5441","Male","2011","Kilkenny","Russian Federation",38
"5442","Female","2011","Kilkenny","Russian Federation",34
"5443","Both sexes","2011","Laois","Russian Federation",97
"5444","Male","2011","Laois","Russian Federation",47
"5445","Female","2011","Laois","Russian Federation",50
"5446","Both sexes","2011","Longford","Russian Federation",26
"5447","Male","2011","Longford","Russian Federation",13
"5448","Female","2011","Longford","Russian Federation",13
"5449","Both sexes","2011","Louth","Russian Federation",151
"5450","Male","2011","Louth","Russian Federation",74
"5451","Female","2011","Louth","Russian Federation",77
"5452","Both sexes","2011","Meath","Russian Federation",226
"5453","Male","2011","Meath","Russian Federation",113
"5454","Female","2011","Meath","Russian Federation",113
"5455","Both sexes","2011","Offaly","Russian Federation",50
"5456","Male","2011","Offaly","Russian Federation",33
"5457","Female","2011","Offaly","Russian Federation",17
"5458","Both sexes","2011","Westmeath","Russian Federation",81
"5459","Male","2011","Westmeath","Russian Federation",37
"5460","Female","2011","Westmeath","Russian Federation",44
"5461","Both sexes","2011","Wexford","Russian Federation",134
"5462","Male","2011","Wexford","Russian Federation",69
"5463","Female","2011","Wexford","Russian Federation",65
"5464","Both sexes","2011","Wicklow","Russian Federation",165
"5465","Male","2011","Wicklow","Russian Federation",73
"5466","Female","2011","Wicklow","Russian Federation",92
"5467","Both sexes","2011","Munster","Russian Federation",1230
"5468","Male","2011","Munster","Russian Federation",565
"5469","Female","2011","Munster","Russian Federation",665
"5470","Both sexes","2011","Clare","Russian Federation",129
"5471","Male","2011","Clare","Russian Federation",57
"5472","Female","2011","Clare","Russian Federation",72
"5473","Both sexes","2011","Cork","Russian Federation",464
"5474","Male","2011","Cork","Russian Federation",225
"5475","Female","2011","Cork","Russian Federation",239
"5476","Both sexes","2011","Cork City","Russian Federation",149
"5477","Male","2011","Cork City","Russian Federation",72
"5478","Female","2011","Cork City","Russian Federation",77
"5479","Both sexes","2011","Cork County","Russian Federation",315
"5480","Male","2011","Cork County","Russian Federation",153
"5481","Female","2011","Cork County","Russian Federation",162
"5482","Both sexes","2011","Kerry","Russian Federation",78
"5483","Male","2011","Kerry","Russian Federation",31
"5484","Female","2011","Kerry","Russian Federation",47
"5485","Both sexes","2011","Limerick","Russian Federation",251
"5486","Male","2011","Limerick","Russian Federation",123
"5487","Female","2011","Limerick","Russian Federation",128
"5488","Both sexes","2011","Limerick City","Russian Federation",111
"5489","Male","2011","Limerick City","Russian Federation",56
"5490","Female","2011","Limerick City","Russian Federation",55
"5491","Both sexes","2011","Limerick County","Russian Federation",140
"5492","Male","2011","Limerick County","Russian Federation",67
"5493","Female","2011","Limerick County","Russian Federation",73
"5494","Both sexes","2011","North Tipperary","Russian Federation",73
"5495","Male","2011","North Tipperary","Russian Federation",36
"5496","Female","2011","North Tipperary","Russian Federation",37
"5497","Both sexes","2011","South Tipperary","Russian Federation",98
"5498","Male","2011","South Tipperary","Russian Federation",42
"5499","Female","2011","South Tipperary","Russian Federation",56
"5500","Both sexes","2011","Waterford","Russian Federation",137
"5501","Male","2011","Waterford","Russian Federation",51
"5502","Female","2011","Waterford","Russian Federation",86
"5503","Both sexes","2011","Waterford City","Russian Federation",92
"5504","Male","2011","Waterford City","Russian Federation",37
"5505","Female","2011","Waterford City","Russian Federation",55
"5506","Both sexes","2011","Waterford County","Russian Federation",45
"5507","Male","2011","Waterford County","Russian Federation",14
"5508","Female","2011","Waterford County","Russian Federation",31
"5509","Both sexes","2011","Connacht","Russian Federation",616
"5510","Male","2011","Connacht","Russian Federation",299
"5511","Female","2011","Connacht","Russian Federation",317
"5512","Both sexes","2011","Galway","Russian Federation",321
"5513","Male","2011","Galway","Russian Federation",143
"5514","Female","2011","Galway","Russian Federation",178
"5515","Both sexes","2011","Galway City","Russian Federation",177
"5516","Male","2011","Galway City","Russian Federation",74
"5517","Female","2011","Galway City","Russian Federation",103
"5518","Both sexes","2011","Galway County","Russian Federation",144
"5519","Male","2011","Galway County","Russian Federation",69
"5520","Female","2011","Galway County","Russian Federation",75
"5521","Both sexes","2011","Leitrim","Russian Federation",27
"5522","Male","2011","Leitrim","Russian Federation",17
"5523","Female","2011","Leitrim","Russian Federation",10
"5524","Both sexes","2011","Mayo","Russian Federation",132
"5525","Male","2011","Mayo","Russian Federation",68
"5526","Female","2011","Mayo","Russian Federation",64
"5527","Both sexes","2011","Roscommon","Russian Federation",83
"5528","Male","2011","Roscommon","Russian Federation",43
"5529","Female","2011","Roscommon","Russian Federation",40
"5530","Both sexes","2011","Sligo","Russian Federation",53
"5531","Male","2011","Sligo","Russian Federation",28
"5532","Female","2011","Sligo","Russian Federation",25
"5533","Both sexes","2011","Ulster (part of)","Russian Federation",270
"5534","Male","2011","Ulster (part of)","Russian Federation",135
"5535","Female","2011","Ulster (part of)","Russian Federation",135
"5536","Both sexes","2011","Cavan","Russian Federation",104
"5537","Male","2011","Cavan","Russian Federation",50
"5538","Female","2011","Cavan","Russian Federation",54
"5539","Both sexes","2011","Donegal","Russian Federation",84
"5540","Male","2011","Donegal","Russian Federation",47
"5541","Female","2011","Donegal","Russian Federation",37
"5542","Both sexes","2011","Monaghan","Russian Federation",82
"5543","Male","2011","Monaghan","Russian Federation",38
"5544","Female","2011","Monaghan","Russian Federation",44
"5545","Both sexes","2011","State","Sweden",1688
"5546","Male","2011","State","Sweden",685
"5547","Female","2011","State","Sweden",1003
"5548","Both sexes","2011","Leinster","Sweden",1221
"5549","Male","2011","Leinster","Sweden",511
"5550","Female","2011","Leinster","Sweden",710
"5551","Both sexes","2011","Carlow","Sweden",6
"5552","Male","2011","Carlow","Sweden",2
"5553","Female","2011","Carlow","Sweden",4
"5554","Both sexes","2011","Dublin","Sweden",909
"5555","Male","2011","Dublin","Sweden",394
"5556","Female","2011","Dublin","Sweden",515
"5557","Both sexes","2011","Dublin City","Sweden",507
"5558","Male","2011","Dublin City","Sweden",220
"5559","Female","2011","Dublin City","Sweden",287
"5560","Both sexes","2011","Dún Laoghaire-Rathdown","Sweden",158
"5561","Male","2011","Dún Laoghaire-Rathdown","Sweden",68
"5562","Female","2011","Dún Laoghaire-Rathdown","Sweden",90
"5563","Both sexes","2011","Fingal","Sweden",176
"5564","Male","2011","Fingal","Sweden",87
"5565","Female","2011","Fingal","Sweden",89
"5566","Both sexes","2011","South Dublin","Sweden",68
"5567","Male","2011","South Dublin","Sweden",19
"5568","Female","2011","South Dublin","Sweden",49
"5569","Both sexes","2011","Kildare","Sweden",83
"5570","Male","2011","Kildare","Sweden",34
"5571","Female","2011","Kildare","Sweden",49
"5572","Both sexes","2011","Kilkenny","Sweden",20
"5573","Male","2011","Kilkenny","Sweden",5
"5574","Female","2011","Kilkenny","Sweden",15
"5575","Both sexes","2011","Laois","Sweden",12
"5576","Male","2011","Laois","Sweden",5
"5577","Female","2011","Laois","Sweden",7
"5578","Both sexes","2011","Longford","Sweden",NA
"5579","Male","2011","Longford","Sweden",NA
"5580","Female","2011","Longford","Sweden",NA
"5581","Both sexes","2011","Louth","Sweden",36
"5582","Male","2011","Louth","Sweden",10
"5583","Female","2011","Louth","Sweden",26
"5584","Both sexes","2011","Meath","Sweden",46
